symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,fax
PG,45202,Consumer Defensive,101000,"The Procter & Gamble Company provides branded consumer packaged goods to consumers in North and Latin America, Europe, the Asia Pacific, Greater China, India, the Middle East, and Africa. It operates in five segments: Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine & Family Care. The Beauty segment offers conditioners, shampoos, styling aids, and treatments; and antiperspirants and deodorants, personal cleansing, and skin care products under the Head & Shoulders, Herbal Essences, Pantene, Rejoice, Olay, Old Spice, Safeguard, Secret, and SK-II brands.  The Procter & Gamble Company was founded in 1837 and is headquartered in Cincinnati, Ohio.",Cincinnati,513 983 1100,OH,United States,[],http://www.pginvestor.com,1,One Procter & Gamble Plaza,Household & Personal Products,0.28282,0.18794,0.51425,18371000320,0.071,0.24689,21528000512,124,buy,39144000000,13392874496,156,141.73,0.054,0.697,0.09788,21,153,70.386,0.30688998,164,10288000000,32838000640,76117999616,4.238,USD,30.869,0.453,2.5,NYQ,Procter & Gamble Company (The),The Procter & Gamble Company,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_33328,49f38fe0-3598-34d6-bf4a-0a8791c9c8b9,us_market,,4.914,,17.376,,,5.95,,2448229888,,,,18.676,17472019,0.0072000003,,1625011200,0.65476996,14035000320,5.439,,,7.588884,0.00107,1688083200,,1625011200,3.07,1627603200,2424730432,0.420851,374070509568,2,,1087776000,2:1,,,0.038,4.558549,1630368000,3.39,,23.820168,,0.0072000003,17596514,,,142.32,142.29,138.48071,0.022224564,0.5894,,142.62,,6005728,142.32,142.86324,3.163,142.29,6005728,,,3.48,1626912000,,,141.04,USD,26.058098,5360756,,,,346987626496,,,6615312,141.04,141.73,800,5360756,147.23,,2.82,121.54,141.3,False,0.0241,900,142.62,141.73,https://logo.clearbit.com/pginvestor.com,,
LOW,28117,Consumer Cyclical,300000,"Lowe's Companies, Inc., together with its subsidiaries, operates as a home improvement retailer in the United States and internationally. The company offers a line of products for construction, maintenance, repair, remodeling, and decorating. It provides home improvement products in various categories, such as appliances, dÃ©cor, paint, hardware, millwork, lawn and garden, lighting, lumber and building materials, flooring, kitchens and bath, rough plumbing and electrical, seasonal and outdoor living, and tools. It also offers installation services through independent contractors in various product categories; extended protection plans; and in-warranty and out-of-warranty repair services. The company sells its national brand-name merchandise and private branded products to homeowners, renters, and professional customers. As of January 29, 2021, it operated 1,974 home improvement and hardware stores. The company also sells its products through websites comprising Lowes.com and Lowesforpros.com; and through mobile applications. Lowe's Companies, Inc. was founded in 1921 and is based in Mooresville, North Carolina.",Mooresville,704 758 1000,NC,United States,[],http://www.lowes.com,1,1000 Loweâs Boulevard,Home Improvement Retail,0.14958,0.07409,0.32985002,6209999872,0.01,0.13104999,14151999488,200,buy,29582000000,2938374912,230.07,206.16,0.136,1.158,0.1532,30,230.99,,3.3532598,281,6255000064,28711999488,94612996096,9.033,USD,130.231,0.306,1.9,NYQ,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_180871,41bc94cb-d8ee-3ea1-bce0-491b2ac11b88,us_market,,1.753,,11.72,,,11.87,,706889984,,,,0.622,11395284,0.0165,,1611878400,0.76137,6979999744,9.168,,,331.44696,0.00058,1674950400,,1627603200,2.71,1628812800,691684863,1.329694,165859803136,2,,1151884800,2:1,,,0.067,1.5403004,1631664000,1.03,,17.368156,,0.0165,10773486,,,207.9,205.59,197.39827,0.011303511,0.2678,,207.76,,3520871,207.9,205.71706,2.35,205.59,3520871,,,3.2,1634601600,,,204.4502,USD,22.486912,2499269,,,,145732435968,,,3539445,204.4502,206.54,1000,2499269,215.22,,1.7,146.72,204.7,False,0.0155,800,207.76,206.16,https://logo.clearbit.com/lowes.com,,
QCOM,92121-1714,Technology,41000,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide. It operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies for use in wireless voice and data communications, networking, application processing, multimedia, and global positioning system products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA, CDMA TDD, LTE, and/or 5G standards and their derivatives. The QSI segment invests in early-stage companies in various industries, including artificial intelligence, automotive, digital healthcare, enterprise, IoT, mobile and networking and investment for supporting the design and introduction of new products and services for voice and data communications, and new industry segments. The company also provides development, and other services and related products to the United States government agencies and their contractors. QUALCOMM Incorporated was founded in 1985 and is headquartered in San Diego, California.",San Diego,858 587 1121,CA,United States,[],http://www.qualcomm.com,1,5775 Morehouse Drive,Semiconductors,0.36315,0.28257,0.59814,11200000000,0.647,0.31723,11829999616,150,buy,14276000000,7595874816,180,126.55,1.392,1.718,0.18169,29,181.95,193.421,1.60324,303.71,12906999808,15815999488,32576000000,11.442,USD,28.796,1.384,2,NMS,QUALCOMM Incorporated,QUALCOMM Incorporated,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_33493,2ef21531-290b-3e10-8038-0d2578d796ad,us_market,,4.876,,13.427,,,8.6,,1128000000,,,,6.576,12590656,0.0112,,1601164800,0.7418,9205000192,6.983,,,19.24422,0.00131,1664236800,,1624752000,1.96,1627603200,1126206480,1.310043,158843715584,2,,1092614400,2:1,,,1.399,4.3820114,1630368000,0.55,,14.715116,,0.0112,15024986,,,127.84,128.5912,137.71518,0.020337922,0.32880002,,128.5912,,7856700,127.84,137.2403,2.6,128.5912,7856700,,,2.72,1630454400,,,126.21,USD,18.122585,6914405,,,,142748401664,,,7080023,126.21,126.69,3200,6914405,167.94,,3.21,121.05,126.55,False,0.0197,900,128.5912,126.55,https://logo.clearbit.com/qualcomm.com,,
NKE,97005,Consumer Cyclical,75400,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells athletic footwear, apparel, equipment, and accessories worldwide. The company offers NIKE brand products in six categories, including running, NIKE basketball, the Jordan brand, football, training, and sportswear. It also markets products designed for kids, as well as for other athletic and recreational uses, such as American football, baseball, cricket, golf, lacrosse, skateboarding, tennis, volleyball, walking, wrestling, and other outdoor activities; and apparel with licensed college and professional team and league logos, as well as sells sports apparel. In addition, the company sells a line of performance equipment and accessories comprising bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities; and various plastic products to other manufacturers. Further, it provides athletic and casual footwear, apparel, and accessories under the Jumpman trademark; casual sneakers, apparel, and accessories under the Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks; and action sports and youth lifestyle apparel and accessories under the Hurley trademark. Additionally, the company licenses agreements that permit unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks. It sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was formerly known as Blue Ribbon Sports, Inc. and changed its name to NIKE, Inc. in 1971. NIKE, Inc. was founded in 1964 and is headquartered in Beaverton, Oregon.",Beaverton,503 671 6453,OR,United States,[],http://www.nike.com,1,One Bowerman Drive,Footwear & Accessories,0.13475001,0.08902001,0.43358,4643999744,0.025,0.11401,5189000192,131,buy,16241000000,4115124992,185,152.48,0.698,2.777,0.08793,31,184.13,107.703,0.32685003,221,12528000000,12849999872,38506999808,7.929,USD,24.572,1.821,1.9,NYQ,"Nike, Inc.","NIKE, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_291981,31395cb8-4595-3f3c-a5ad-b37464c2ce43,us_market,,5.47,,40.589,,,3.94,,1274960000,,,,7.551,12814828,0.0081,,1590883200,0.83775,3428000000,2.139,,,20.193352,0.0029,1653955200,,1614470400,2.1,1619740800,1258190980,0.853804,210615615488,2,,1450915200,2:1,,,0.711,6.2563643,1622160000,2.23,,38.700504,,0.013200001,14212341,,,151.85,152.22,148.23273,0.0068488633,0.48830003,,152.865,,8425257,151.85,157.82588,1.04,152.22,8425257,,,1.1,1622160000,,,150.68,USD,71.285645,6135831,,,,240913825792,,,6106726,150.68,152.48,1200,6135831,174.38,,1.05,118.8,152.21,False,0.0083,800,152.865,152.48,https://logo.clearbit.com/nike.com,,
UNP,68179,Industrials,29910,"Union Pacific Corporation, through its subsidiary, Union Pacific Railroad Company, engages in the railroad business in the United States. The company offers transportation services for grain and grain products, fertilizers, food and refrigerated products, and coal and renewables to grain processors, animal feeders, ethanol producers, and other agricultural users; coal and sand, petroleum, and liquid petroleum gases; and construction products, industrial chemicals, plastics, forest products, specialized products, metals and ores, and soda ash, as well as finished automobiles, automotive parts, and merchandise in intermodal containers. As of December 31, 2020, its rail network included 32,313 route miles connecting Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways. The company was founded in 1862 and is headquartered in Omaha, Nebraska.",Omaha,402 544 5000,NE,United States,[],http://www.up.com,1,1400 Douglas Street,Railroads,0.52283,0.28601998,0.59168,8367000064,0.297,0.41532,10752000000,205,buy,11433000000,4083875072,255,216.48,0.629,0.864,0.08498,27,251.37,212.298,0.38251,270,1160999936,30364999680,20565000192,1.78,USD,30.77,0.649,2.1,NYQ,Union Pacific Corporation,Union Pacific Corporation,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_310078,c077bb12-7f5a-3cf2-8062-a182f13672e7,us_market,,7.883,,15.077,,,10.88,,664302976,,,,24.437,7881189,0.0121,,1609372800,0.79733,5881999872,7.727,,,8.858698,0.0022,1672444800,,1625011200,2.54,1628812800,650766517,1.125,162106654720,2,,1402272000,2:1,,,0.588,6.9928665,1631664000,1.52,,19.897058,,0.0121,6713543,,,211.88,215.17,218.87885,0.018312253,0.45330003,,216.72,,3765485,211.88,209.3606,3.88,215.17,3765485,,,4.28,1630281600,,,214.47,USD,28.016047,3316653,,,,143808299008,,,3146040,214.47,217.93,900,3316653,231.26,,2.05,171.5,216.06,False,0.021,800,216.72,216.48,https://logo.clearbit.com/up.com,,
BHP,3000,Basic Materials,31589,"BHP Group engages in the natural resources business in Australia, Europe, China, Japan, India, South Korea, rest of Asia, North America, South America, and internationally. It operates through Petroleum, Copper, Iron Ore, and Coal segments. The company engages in the exploration, development, and production of oil and gas properties; and mining of copper, silver, zinc, molybdenum, uranium, gold, iron ore, and metallurgical and energy coal. It is also involved in mining, smelting, and refining of nickel; the provision of towing, freight, marketing and trading, marketing support, finance, administrative, and other services; and potash development activities. The company was founded in 1851 and is headquartered in Melbourne, Australia.",Melbourne,61 3 9609 3333,VIC,Australia,[],http://www.bhp.com,1,171 Collins Street,Other Industrial Metals & Mining,0.49924,0.15049,0.78753996,17632999424,0.15,0.37635,23103000576,75.1,strong_buy,34118001000,8365373952,82.05,55.06,-0.203,1.423,0.10592,2,82.05,43.726,0.15824,89,9457000448,23360000000,46276001792,3.74,USD,18.302,1.072,1,NYQ,BHP Group Limited,BHP Group,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_256654,78dddceb-22a6-3ee0-9ab5-beaa8be6149f,us_market,,4.399,,8.811,,,2.04,,2528499968,,,,19.348,19818808,0.0078,,1593475200,0.062230002,6963999744,2.75,,,2.8457723,0,1656547200,,1609372800,11.94,1620950400,2506046920,0.843007,203566055424,2,,994982400,20651:10000,,,-0.204,3.0084536,1623715200,,,26.990198,,,17876450,,,54.45,55.15,70.43223,0.028650137,0.8727,,55.4653,,2786757,54.45,58.835,1.56,55.15,2786757,,,3.12,1614816000,,,54.73,USD,20.021818,2700417,,,,139219206144,,,3247607,54.73,55,1400,2700417,82.07,,4.15,46.9,54,False,0.042600002,800,55.4653,55.06,https://logo.clearbit.com/bhp.com,Level 18,61 3 9609 3015
AXP,10285,Financial Services,63700,"American Express Company, together with its subsidiaries, provides charge and credit payment card products, and travel-related services worldwide. The company operates through three segments: Global Consumer Services Group, Global Commercial Services, and Global Merchant and Network Services. Its products and services include payment and financing products; network services; accounts payable expense management products and services; and travel and lifestyle services. The company's products and services also comprise merchant acquisition and processing, servicing and settlement, point-of-sale marketing, and information products and services for merchants; and fraud prevention services, as well as the design and operation of customer loyalty programs. It sells its products and services to consumers, small businesses, mid-sized companies, and large corporations through mobile and online applications, third-party vendors and business partners, direct mail, telephone, in-house sales teams, and direct response advertising. American Express Company was founded in 1850 and is headquartered in New York, New York.",New York,212 640 2000,NY,United States,[],http://www.americanexpress.com,1,200 Vesey Street,Credit Services,0,0.18424,0.72283,11144999936,0.773,0.2281,,150,buy,22086000000,,184.5,175.15,8.655,1.578,0.03741,26,183.52,153.976,0.30154,227,29109999616,39324000256,38136000512,36.642,USD,47.492,1.559,2.5,NYQ,American Express Company,American Express Company,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_92001,3b2d1661-0aa2-3fea-bdbf-6a46a3a4a87c,us_market,,3.683,,,,,9.1,,803302976,,,,30.447,9355816,0.0117999995,,1609372800,0.87211,6920000000,6.101,,,5.752619,0.0010899999,1672444800,,1625011200,2.73,1627603200,641735094,1.271834,140437471232,2,,1128297600,10000:8753,,,7.872,3.6893883,1630368000,0.45,,19.247252,,0.0146,14867745,,,174.29,173.85,161.60841,0.009868611,0.2,,176.98,,3166185,174.29,166.38736,1.72,173.85,3166185,,,1.72,1625097600,,,173.53,USD,28.708408,2314676,,,,140698517504,,,3720729,173.53,175.15,1300,2314676,179.67,,1.44,89.11,175,False,0.0105,800,176.98,175.15,https://logo.clearbit.com/americanexpress.com,,
TM,471-8571,Consumer Cyclical,372434,"Toyota Motor Corporation designs, manufactures, assembles, and sells passenger vehicles, minivans and commercial vehicles, and related parts and accessories. It operates in Automotive, Financial Services, and All Other segments. The company offers hybrid cars under the Prius, Prius PHV, C-HR, LC HV, ES HV, Camry, JPN TAXI, Avalon HV, Crown HV, Century HV, UX HV, Corolla SD, Corolla Sport, RAV4 HV, WG HV, RAV4 PHV, Highlander HV, Harrier HV, Sienna HV, UX EV, Corolla Cross HV, and Yaris HV names; fuel cell vehicles under the MIRAI and SORA names; and conventional engine vehicles, including subcompact and compact cars under the Corolla, Yaris, Corolla Sport , Aqua, Passo, Roomy, Tank, Etios, Vios, AGYA, Rush, GLANZA, Urban Cruiser, and Raize names. It also provides mini-vehicles, passenger vehicles, commercial vehicles, and auto parts under the Toyota name; mid-size cars under the Camry name; luxury cars under the Lexus, Avalon, Crown, and Century names; sports cars under the GR Yaris and Supra names; and recreational and sport-utility vehicles under the Sequoia, 4Runner, RAV4, Highlander, and Land Cruiser names. In addition, the company offers pickup trucks under the Tacoma and Tundra names; Minivans, Cabwagons, and Semi-Bonnet Wagon under the Alphard, Vellfire, Noah/Voxy, Esquire, Hiace, Sienta, and Sienna names; and trucks and buses. Further, it provides financial services, such as retail financing and leasing, wholesale financing, insurance, and credit cards; and designs, manufactures, and sells prefabricated housing. Additionally, the company operates GAZOO.com, a web portal for automobile information. It operates in Japan, North America, Europe, Asia, Central and South America, Oceania, Africa, and the Middle East. The company was founded in 1933 and is headquartered in Toyota, Japan.",Toyota,81 565 28 2121,,Japan,[],http://global.toyota/en,1,1 Toyota-cho,Auto Manufacturers,0.1492,0.09769,0.1942,3012867915776,0.725,0.10414,4558013071360,223.85,strong_buy,4832373000000,-667767013376,227.07,171.97,4.647,1.091,0.03382,2,227.07,97.793,0.13152,230.29,7875179053056,24464897081344,30549355790336,5637.714,JPY,21852.795,0.888,1,NYQ,Toyota Motor Corporation,Toyota Motor Corporation,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_319676,ac7a4fbd-0d78-3d94-b434-54817e1c208c,us_market,,0.58,,3.89,,,11.06,,1397980032,,,,15596.9,873899,0.00059999997,,1617148800,0.0126,2984249917440,9.958,,,0.011025908,0,1680220800,,1625011200,4.21,1625011200,1046873579,0.63797,17732460347392,2,,677808000,11:10,,,4.652,0.0077851415,1627603200,,,15.548824,,,1119897,,,169.47,171.41,170.61302,1.3276685,0.2282,,172.46,,291514,169.47,177.3047,225,171.41,291514,,,4.46,1617062400,,,171.1816,USD,17.269531,152333,,,,237831061504,,,222140,171.1816,174.78,900,152333,187.45,,2.88,129.28,169.14,False,0.0251,1000,172.46,171.97,https://logo.clearbit.com/global.toyota,,
PFE,10017,Healthcare,78500,"Pfizer Inc. discovers, develops, manufactures, markets, distributes, and sells biopharmaceutical products worldwide. It offers medicines and vaccines in various therapeutic areas, including cardiovascular metabolic and pain under the Eliquis, Chantix/Champix, and Premarin family brands; biologics, small molecules, immunotherapies, and biosimilars under the Ibrance, Xtandi, Sutent, Inlyta, Retacrit, Lorbrena, and Braftovi brands; and sterile injectable and anti-infective medicines under the Sulperazon, Medrol, Zithromax, Vfend, and Panzyga brands. The company also provides medicines and vaccines in various therapeutic areas, such as pneumococcal disease, meningococcal disease, tick-borne encephalitis, and COVID-19 under the Prevnar 13/Prevenar 13 (pediatric/adult), Nimenrix, FSME/IMMUN-TicoVac, Trumenba, and the Pfizer-BioNTech COVID-19 vaccine brands; biosimilars for chronic immune and inflammatory diseases under the Xeljanz, Enbrel, Inflectra, and Eucrisa/Staquis brands; and amyloidosis, hemophilia, and endocrine diseases under the Vyndaqel/Vyndamax, BeneFIX, and Genotropin brands. In addition, the company is involved in the contract manufacturing business. It serves wholesalers, retailers, hospitals, clinics, government agencies, pharmacies, and individual provider offices, as well as disease control and prevention centers. The company has collaboration agreements with Bristol-Myers Squibb Company; Astellas Pharma US, Inc.; Myovant Sciences Ltd.; Akcea Therapeutics, Inc; Merck KGaA; Valneva SE; BioNTech SE; and Syapse, Inc. Pfizer Inc. was founded in 1849 and is headquartered in New York, New York.",New York,212 733 2323,NY,United States,[],http://www.pfizer.com,1,235 East 42nd Street,Drug Manufacturers—General,0.36238,0.24001,0.76658994,15808000000,0.446,0.258,16817000448,38,hold,33334000000,12378250240,44,42.45,0.443,1.483,0.04603,20,46.23,57.648,0.14031,61,13671999488,39699001344,46407000064,2.442,USD,8.339,1.011,2.6,NYQ,"Pfizer, Inc.",Pfizer Inc.,America/New_York,EDT,True,-14400000,,EQUITY,,,finmb_162270,72e0dcbd-2b61-3bbf-a98a-8b2df7c4850c,us_market,,5.292,,14.602,,,3.46,,5597689856,,,,12.267,59773904,0.0107,,1609372800,0.66597,9379000320,1.974,,,3.4605038,0.00037,1672444800,,1617494400,2.62,1620950400,5592040196,0.673369,245563686912,2,,1605571200,1054:1000,,,0.454,5.12039,1623715200,0.92,,12.268786,,0.0107,57321688,,,42.74,42.73,41.413883,0.035797846,0.9217,,42.905,,24409671,42.74,44.93765,1.53,42.73,24409671,,,1.56,1627516800,,,42.34,USD,21.50456,12514811,,,,237621936128,,,32961726,42.34,42.54,4000,12514811,51.86,,3.69,32.827324,42.44,False,0.0398,1100,42.905,42.45,https://logo.clearbit.com/pfizer.com,,
BABA,311121,Consumer Cyclical,251462,"Alibaba Group Holding Limited, through its subsidiaries, provides online and mobile commerce businesses in the People's Republic of China and internationally. It operates through four segments: Core Commerce, Cloud Computing, Digital Media and Entertainment, and Innovation Initiatives and Others. The company operates Taobao Marketplace, a mobile commerce destination; Tmall, a third-party online and mobile commerce platform for brands and retailers; Alibaba Health Internet platforms for pharmaceutical and healthcare products; Alimama, a monetization platform; 1688.com and Alibaba.com, which are online wholesale marketplaces; AliExpress, a retail marketplace; Lazada, an e-commerce platform; and Tmall Global, an import e-commerce platform. It also operates Lingshoutong, a digital sourcing platform; Cainiao Network logistic services platform; Ele.me, a delivery and local services platform; Koubei, a restaurant and local services guide platform; and Fliggy, an online travel platform. In addition, the company offers pay-for-performance and display marketing services; and Taobao Ad Network and Exchange, a real-time bidding online marketing exchange. Further, it provides elastic computing, database, storage, virtualization network, large-scale computing, security, management and application, big data analytics, and Internet of Things and other services for enterprises; payment and escrow services; and movies, television series, variety shows, animations, and other video content. Additionally, the company operates Youku, an online video platform; Alibaba Pictures and other content platforms that provide online videos, films, live events, news feeds, literature, music, and others; Amap, a mobile digital map, navigation, and real-time traffic information app; DingTalk, a business efficiency app; and Tmall Genie, an AI-powered smart speaker. The company was founded in 1999 and is based in Hangzhou, the People's Republic of China.",Hangzhou,86 571 8502 2088,,China,[],http://www.alibabagroup.com,1,969 West Wen Yi Road,Internet Retail,0.17914,0.20993,0.41278,231786004480,0.639,0.12502,128494002176,35.38,buy,296084000000,211949256704,269.56,161.52,,1.705,0.037320003,48,267.69,16.736,0.14729999,338.45,483445014528,179907002368,717289029632,178.229,CNY,265.429,1.281,1.8,NYQ,Alibaba Group Holding Limited,Alibaba Group Holding Limited,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_42083601,8d2bbbd9-9979-370d-8c45-f5246fdce510,us_market,,0.581,,3.243,,,11.91,,2712499968,,,,345.611,44519376,0.0164,,1617148800,0.35699,150307995648,8.436,,,0.46734625,0.10184,1680220800,,1617148800,2.64,1619740800,1870838375,0.805434,416760758272,2,,,,,,,0.610804,1622160000,43.24,,13.561713,,,43760388,,,156,159.86,200.69713,,0,,162.78,,24013185,156,158.50206,,159.86,24013185,,,,,,,157.91,USD,19.146515,33487890,,,,438123003904,,,25395153,157.91,162.1,2200,33487890,319.32,,,138.43,162.06,False,,1000,162.78,161.52,https://logo.clearbit.com/alibabagroup.com,Yu Hang District,86 571 8526 9066
RTX,02451,Industrials,181000,"Raytheon Technologies Corporation, an aerospace and defense company, provides systems and services for the commercial, military, and government customers worldwide. It operates through four segments: Collins Aerospace Systems, Pratt & Whitney, Raytheon Intelligence & Space, and Raytheon Missiles & Defense. The Collins Aerospace Systems segment offers aerospace and defense products, and aftermarket service solutions for aircraft manufacturers and airlines, as well as regional, business, and general aviation; and for defense and commercial space operations. This segment also designs, produces, and supports cabin interior, communications and aviation systems, oxygen systems, food and beverage preparation, storage and galley systems, and lavatory and wastewater management systems; airborne intelligence, surveillance and reconnaissance systems, test and training range systems, crew escape systems, and simulation and training solutions; information management services; and aftermarket services that include spare parts, overhaul and repair, engineering and technical support, training and fleet management solutions, and information management services. The Pratt & Whitney segment supplies aircraft engines for commercial, military, business jet, and general aviation customers; and produces, sells, and services military and commercial auxiliary power units. The Raytheon Intelligence & Space segment develops and provides integrated sensor and communication systems for missions, training, and cyber and software solutions to intelligence, defense, federal, and commercial customers. The Raytheon Missiles & Defense segment designs, develops, produces, and sustains integrated air and missile defense systems; defensive and combat solutions; land- and sea-based radars; command, control, communications, and intelligence solutions; and naval and undersea sensor solutions for the U.S. and foreign government customers. The company is headquartered in Waltham, Massachusetts.",Waltham,781 522 3000,MA,United States,[],http://www.rtx.com,1,870 Winter Street,Aerospace & Defense,0.1471,0.03506,0.16600999,4950000128,0.129,0.073709995,9164000256,89.5,buy,9017000000,7035749888,102,90.62,,1.175,0.01792,19,101.61,45.422,0.032479998,110,8050999808,33045000192,62297001984,5.345,USD,41.547,0.789,1.9,NYQ,Raytheon Technologies Corporati,Raytheon Technologies Corporation,America/New_York,EDT,False,-14400000,,EQUITY,,,finmb_159230,ffd67fad-fdd4-3389-b63e-d608af877db5,us_market,,2.48,,16.857,,,,,1515090048,,,,,15245930,0.0101,,1609372800,0.80364996,2108999936,,,,,0.00115,1672444800,,1625011200,4.03,1627603200,1360580480,1.051855,154478166016,2,,1585872000,15890:10000,,,,2.2039177,1630368000,0.85,,,,0.0101,14003598,,,90.15,90.3,84.70022,,1.145,,90.83,,4700171,90.15,85.47412,,90.3,4700171,,,2.04,1629331200,,,89.75,USD,,3337923,,,,137297461248,,,4858178,89.75,90.64,800,3337923,90.83,,2.55,51.92,90.63,False,0.024,1000,90.83,90.62,https://logo.clearbit.com/rtx.com,,
